,rows,columns,rho,N,l,allocation,T,gdf_points_sample,needed_sample,T/(rows*columns),RA/(rows*columns)
20,10,10,-0.9,50000,15,neyman,25,"           0                   geometry  comuna    values   sigma_i  region
7205    7205  POINT (77.28197 30.66881)       0 -0.663913  1.245210      87
40744  40744  POINT (72.86365 22.29552)       0 -0.663913  1.245210      87
13716  13716  POINT (68.08791 20.94983)       0 -0.663913  1.245210      87
48691  48691  POINT (67.08172 20.95102)       0 -0.663913  1.245210      87
857      857  POINT (67.22914 23.10427)       0 -0.663913  1.245210      87
...      ...                        ...     ...       ...       ...     ...
618      618  POINT (25.06905 81.89841)      14  2.863017  2.756903      86
23345  23345  POINT (16.60436 65.97699)      14  2.863017  2.756903      86
15015  15015  POINT (12.01286 66.46047)      14  2.863017  2.756903      86
5620    5620   POINT (0.86415 67.89692)      14  2.863017  2.756903      86
31623  31623  POINT (12.61325 76.39810)      14  2.863017  2.756903      86

[3825 rows x 6 columns]","[14.0, 17.0, 39.0, 26.0, 29.0, 26.0, 37.0, 21.0, 24.0, 26.0, 44.0, 24.0, 22.0, 17.0, 21.0, 19.0, 15.0, 13.0, 12.0, 10.0, 19.0, 22.0, 22.0, 24.0, 23.0, 16.0, 16.0, 17.0, 27.0, 23.0, 27.0, 32.0, 25.0, 27.0, 21.0, 22.0, 21.0, 20.0, 28.0, 20.0, 34.0, 33.0, 32.0, 34.0, 28.0, 19.0, 21.0, 22.0, 33.0, 28.0, 38.0, 24.0, 22.0, 17.0, 21.0, 22.0, 21.0, 21.0, 23.0, 24.0, 28.0, 39.0, 36.0, 32.0, 30.0, 36.0, 20.0, 20.0, 26.0, 18.0, 12.0, 8.0, 8.0, 14.0, 27.0, 28.0, 28.0, 16.0, 10.0, 9.0, 38.0, 24.0, 38.0, 18.0, 28.0, 30.0, 27.0, 11.0, 19.0, 15.0, 12.0]",0.25,0.91
21,10,10,-0.9,50000,15,neyman,30,"           0                   geometry  comuna    values  sigma_i  region
12150  12150  POINT (62.44466 33.37425)       0  0.956087  2.16353      65
45848  45848  POINT (71.38351 30.99247)       0  0.956087  2.16353      65
10855  10855  POINT (75.64401 37.87630)       0  0.956087  2.16353      65
44231  44231  POINT (61.62500 33.61105)       0  0.956087  2.16353      65
23579  23579  POINT (61.62866 23.01161)       0  0.956087  2.16353      65
...      ...                        ...     ...       ...      ...     ...
5557    5557  POINT (14.50656 72.15647)      14  0.713739  1.06509      72
4224    4224   POINT (3.64948 79.05559)      14  0.713739  1.06509      72
2005    2005  POINT (18.35256 79.98147)      14  0.713739  1.06509      72
9402    9402   POINT (8.73045 66.07498)      14  0.713739  1.06509      72
20587  20587  POINT (24.73154 87.37959)      14  0.713739  1.06509      72

[3561 rows x 6 columns]","[18.0, 18.0, 12.0, 21.0, 39.0, 27.0, 25.0, 38.0, 39.0, 28.0, 21.0, 28.0, 26.0, 39.0, 50.0, 48.0, 32.0, 33.0, 25.0, 58.0, 34.0, 34.0, 37.0, 22.0, 35.0, 38.0, 29.0, 31.0, 31.0, 24.0, 22.0, 20.0, 19.0, 19.0, 28.0, 24.0, 17.0, 23.0, 21.0, 15.0, 13.0, 17.0, 15.0, 38.0, 31.0, 35.0, 31.0, 31.0, 50.0, 36.0, 19.0, 23.0, 28.0, 20.0, 11.0, 12.0, 9.0, 21.0, 48.0, 28.0, 16.0, 24.0, 20.0, 46.0, 34.0, 17.0, 30.0, 25.0, 32.0, 59.0, 28.0, 25.0, 14.0, 20.0]",0.3,0.74
22,10,10,-0.9,50000,15,neyman,50,"           0                   geometry  comuna    values   sigma_i  region
46964  46964  POINT (66.77981 17.23482)       0 -1.172807  1.269083      12
999      999  POINT (68.55362 14.35070)       0 -1.172807  1.269083      12
35604  35604  POINT (61.94379 39.71279)       0 -1.172807  1.269083      12
1948    1948  POINT (77.43914 30.07024)       0 -1.172807  1.269083      12
6741    6741  POINT (69.09980 20.96821)       0 -1.172807  1.269083      12
...      ...                        ...     ...       ...       ...     ...
11502  11502   POINT (8.33075 72.95099)      14  3.309512  1.666050      10
36546  36546  POINT (27.88275 75.01496)      14  3.309512  1.666050      10
39208  39208  POINT (17.30277 65.88150)      14  3.309512  1.666050      10
47699  47699   POINT (0.14826 79.00875)      14  3.309512  1.666050      10
39356  39356   POINT (6.27772 72.27338)      14  3.309512  1.666050      10

[2957 rows x 6 columns]","[21.0, 42.0, 28.0, 22.0, 83.0, 30.0, 33.0, 33.0, 19.0, 34.0, 32.0, 51.0, 38.0, 30.0, 51.0, 34.0, 32.0, 69.0, 57.0, 25.0, 26.0, 40.0, 19.0, 58.0, 53.0, 44.0, 38.0, 26.0, 45.0, 41.0, 43.0, 42.0, 39.0, 71.0, 68.0, 38.0, 36.0, 50.0, 33.0, 51.0]",0.5,0.4
23,10,10,-0.9,50000,15,neyman,100,"           0                   geometry  comuna    values   sigma_i  region
28954  28954  POINT (75.57762 22.81933)       0  0.569978  0.601614       1
7042    7042  POINT (66.19445 13.40204)       0  0.569978  0.601614       1
44135  44135  POINT (68.53566 36.54019)       0  0.569978  0.601614       1
12465  12465  POINT (63.12038 19.20636)       0  0.569978  0.601614       1
13243  13243  POINT (63.82838 27.81073)       0  0.569978  0.601614       1
...      ...                        ...     ...       ...       ...     ...
5696    5696  POINT (26.03982 87.46702)      14  0.675801  1.542271      16
35013  35013  POINT (13.10507 69.10431)      14  0.675801  1.542271      16
2214    2214  POINT (15.34300 71.74100)      14  0.675801  1.542271      16
8578    8578  POINT (10.23444 65.12087)      14  0.675801  1.542271      16
41035  41035   POINT (0.00001 61.88812)      14  0.675801  1.542271      16

[4205 rows x 6 columns]","[72.0, 34.0, 98.0, 124.0, 58.0, 67.0, 87.0, 125.0, 66.0, 89.0, 63.0, 77.0, 25.0, 91.0, 122.0, 40.0, 68.0, 85.0, 56.0, 47.0, 85.0, 179.0, 130.0, 66.0, 76.0, 46.0, 93.0, 86.0, 55.0, 127.0, 71.0]",1.0,0.31
24,10,10,-0.9,50000,15,neyman,150,"           0                   geometry  comuna    values   sigma_i  region
38874  38874  POINT (66.20329 27.36066)       0 -1.544170  1.078544       2
33897  33897  POINT (61.21642 27.56617)       0 -1.544170  1.078544       2
43630  43630  POINT (68.45226 16.30669)       0 -1.544170  1.078544       2
8380    8380  POINT (72.59673 39.37081)       0 -1.544170  1.078544       2
30549  30549  POINT (78.85214 33.97405)       0 -1.544170  1.078544       2
...      ...                        ...     ...       ...       ...     ...
14021  14021   POINT (8.40717 78.43335)      14 -0.280747  0.949660       4
29059  29059  POINT (24.84750 78.58958)      14 -0.280747  0.949660       4
31925  31925   POINT (1.73959 77.18278)      14 -0.280747  0.949660       4
42301  42301  POINT (24.94334 85.82173)      14 -0.280747  0.949660       4
15312  15312  POINT (25.81435 81.01494)      14 -0.280747  0.949660       4

[1549 rows x 6 columns]","[175.0, 68.0, 141.0, 120.0, 79.0, 96.0, 90.0, 110.0]",1.5,0.08
25,10,10,-0.9,50000,15,proportional,25,"           0                   geometry  comuna    values   sigma_i  region
25130  25130  POINT (63.07525 23.82872)       0 -1.864287  1.324886      29
29250  29250  POINT (78.93299 23.21080)       0 -1.864287  1.324886      29
39285  39285  POINT (64.76045 31.80121)       0 -1.864287  1.324886      29
42761  42761  POINT (79.31472 27.90576)       0 -1.864287  1.324886      29
12796  12796  POINT (70.49663 24.95230)       0 -1.864287  1.324886      29
...      ...                        ...     ...       ...       ...     ...
45471  45471  POINT (19.71917 60.61039)      14 -0.077665  0.919444      28
7167    7167  POINT (25.00970 61.39526)      14 -0.077665  0.919444      28
39358  39358  POINT (19.81097 60.35490)      14 -0.077665  0.919444      28
43668  43668  POINT (29.69089 69.16313)      14 -0.077665  0.919444      28
12750  12750  POINT (25.31949 75.97297)      14 -0.077665  0.919444      28

[1029 rows x 6 columns]","[19.0, 13.0, 15.0, 12.0, 24.0, 29.0, 14.0, 16.0, 26.0, 23.0, 30.0, 23.0, 15.0, 23.0, 19.0, 23.0, 15.0, 32.0, 18.0, 28.0, 9.0, 27.0, 24.0, 15.0, 20.0, 27.0, 18.0, 17.0, 19.0, 14.0, 19.0, 25.0]",0.25,0.32
26,10,10,-0.9,50000,15,proportional,30,"           0                   geometry  comuna    values   sigma_i  region
10564  10564  POINT (79.72020 32.32039)       0  3.313222  3.045853      41
17930  17930  POINT (65.70314 28.43329)       0  3.313222  3.045853      41
29296  29296  POINT (74.72076 22.15656)       0  3.313222  3.045853      41
33024  33024  POINT (69.15554 25.27894)       0  3.313222  3.045853      41
26651  26651  POINT (61.11601 29.39302)       0  3.313222  3.045853      41
...      ...                        ...     ...       ...       ...     ...
30234  30234   POINT (8.18489 71.32990)      14  1.488931  1.427711      50
6384    6384  POINT (20.82777 72.24455)      14  1.488931  1.427711      50
19043  19043  POINT (25.37216 88.77706)      14  1.488931  1.427711      50
1449    1449  POINT (28.12218 79.20763)      14  1.488931  1.427711      50
3955    3955   POINT (8.98142 75.53871)      14  1.488931  1.427711      50

[2315 rows x 6 columns]","[25.0, 14.0, 14.0, 9.0, 34.0, 43.0, 17.0, 10.0, 12.0, 19.0, 22.0, 44.0, 14.0, 28.0, 36.0, 28.0, 18.0, 46.0, 13.0, 50.0, 16.0, 17.0, 21.0, 30.0, 25.0, 28.0, 14.0, 21.0, 36.0, 34.0, 23.0, 20.0, 21.0, 29.0, 13.0, 17.0, 29.0, 41.0, 25.0, 36.0, 46.0, 42.0, 42.0, 42.0, 22.0, 20.0, 32.0, 28.0, 23.0, 26.0, 16.0]",0.3,0.51
27,10,10,-0.9,50000,15,proportional,50,"           0                   geometry  comuna    values   sigma_i  region
12696  12696  POINT (76.33816 25.37803)       0  1.199300  1.116936      22
12361  12361  POINT (64.33114 17.83955)       0  1.199300  1.116936      22
48351  48351  POINT (69.09283 18.80897)       0  1.199300  1.116936      22
30938  30938  POINT (62.87725 14.38813)       0  1.199300  1.116936      22
48982  48982  POINT (64.60045 37.73681)       0  1.199300  1.116936      22
...      ...                        ...     ...       ...       ...     ...
21901  21901  POINT (29.05118 84.99919)      14  2.773156  1.902518       5
19585  19585  POINT (14.60874 65.96898)      14  2.773156  1.902518       5
16449  16449  POINT (18.67504 71.13611)      14  2.773156  1.902518       5
32962  32962  POINT (20.99932 89.00983)      14  2.773156  1.902518       5
12182  12182  POINT (26.48049 83.43299)      14  2.773156  1.902518       5

[1822 rows x 6 columns]","[20.0, 35.0, 45.0, 41.0, 47.0, 60.0, 36.0, 19.0, 25.0, 59.0, 23.0, 65.0, 67.0, 16.0, 25.0, 46.0, 26.0, 30.0, 67.0, 23.0, 26.0, 42.0, 35.0, 50.0, 26.0, 10.0, 57.0, 22.0]",0.5,0.28
28,10,10,-0.9,50000,15,proportional,100,"           0                   geometry  comuna    values   sigma_i  region
12320  12320  POINT (60.37257 28.52572)       0 -0.257218  1.716744       4
14748  14748  POINT (79.26678 26.39447)       0 -0.257218  1.716744       4
49133  49133  POINT (69.38431 20.15552)       0 -0.257218  1.716744       4
41553  41553  POINT (67.47445 21.26404)       0 -0.257218  1.716744       4
34435  34435  POINT (60.76029 27.50894)       0 -0.257218  1.716744       4
...      ...                        ...     ...       ...       ...     ...
9383    9383  POINT (17.12305 74.62172)      14  0.385281  1.377977       2
32778  32778  POINT (25.18199 65.54461)      14  0.385281  1.377977       2
27292  27292  POINT (27.10812 78.66668)      14  0.385281  1.377977       2
30103  30103  POINT (22.12644 74.84923)      14  0.385281  1.377977       2
24968  24968  POINT (10.33143 65.37744)      14  0.385281  1.377977       2

[1272 rows x 6 columns]","[124.0, 100.0, 87.0, 56.0, 96.0, 72.0, 80.0, 69.0, 63.0, 61.0]",1.0,0.1
29,10,10,-0.9,50000,15,proportional,150,"           0                   geometry  comuna    values   sigma_i  region
37952  37952  POINT (62.27216 15.02746)       0  0.673863  2.926402      15
40496  40496  POINT (78.43123 25.35262)       0  0.673863  2.926402      15
7543    7543  POINT (79.10680 29.73123)       0  0.673863  2.926402      15
2315    2315  POINT (65.06637 13.52451)       0  0.673863  2.926402      15
5739    5739  POINT (78.72796 35.65672)       0  0.673863  2.926402      15
...      ...                        ...     ...       ...       ...     ...
1065    1065  POINT (28.32790 62.54294)      14  0.460242  0.977019      20
8979    8979   POINT (8.58544 79.21828)      14  0.460242  0.977019      20
11822  11822  POINT (26.39246 75.06959)      14  0.460242  0.977019      20
28227  28227  POINT (29.79316 85.98814)      14  0.460242  0.977019      20
29149  29149   POINT (6.43100 75.48153)      14  0.460242  0.977019      20

[5248 rows x 6 columns]","[119.0, 105.0, 117.0, 95.0, 162.0, 123.0, 153.0, 106.0, 114.0, 138.0, 78.0, 116.0, 81.0, 76.0, 126.0, 121.0, 128.0, 81.0, 153.0, 71.0, 57.0, 136.0, 62.0, 91.0, 218.0, 108.0]",1.5,0.26
30,10,10,-0.9,100000,5,neyman,25,"           0                geometry  comuna    values   sigma_i  region
86562  86562   POINT (49.844 66.481)       0 -0.379010  1.498147      40
41519  41519   POINT (62.408 61.560)       0 -0.379010  1.498147      40
67984  67984   POINT (64.890 57.436)       0 -0.379010  1.498147      40
61363  61363   POINT (49.977 52.876)       0 -0.379010  1.498147      40
98664  98664   POINT (56.115 50.840)       0 -0.379010  1.498147      40
...      ...                     ...     ...       ...       ...     ...
46128  46128  POINT (68.644 100.918)       4 -1.781131  1.389062      31
39401  39401   POINT (80.026 94.220)       4 -1.781131  1.389062      31
30797  30797   POINT (77.381 83.632)       4 -1.781131  1.389062      31
70421  70421   POINT (52.510 99.927)       4 -1.781131  1.389062      31
48421  48421   POINT (78.667 72.008)       4 -1.781131  1.389062      31

[2208 rows x 6 columns]","[26.0, 28.0, 16.0, 16.0, 17.0, 17.0, 18.0, 16.0, 15.0, 28.0, 16.0, 16.0, 15.0, 19.0, 15.0, 15.0, 13.0, 12.0, 13.0, 17.0, 18.0, 13.0, 12.0, 12.0, 11.0, 13.0, 19.0, 16.0, 16.0, 11.0, 22.0, 11.0, 30.0, 20.0, 20.0, 20.0, 24.0, 18.0, 24.0, 19.0, 30.0, 24.0, 22.0, 21.0, 15.0, 24.0, 36.0, 27.0, 22.0, 18.0, 15.0, 16.0, 19.0, 27.0, 35.0, 37.0, 27.0, 12.0, 21.0, 17.0]",0.25,0.6
31,10,10,-0.9,100000,5,neyman,30,"           0                geometry  comuna    values   sigma_i  region
93667  93667   POINT (41.366 42.516)       0  3.545996  3.341409       0
29093  29093   POINT (54.419 62.563)       0  3.545996  3.341409       0
28161  28161   POINT (43.134 40.739)       0  3.545996  3.341409       0
92080  92080   POINT (52.133 75.822)       0  3.545996  3.341409       0
39364  39364   POINT (33.498 57.816)       0  3.545996  3.341409       0
...      ...                     ...     ...       ...       ...     ...
23405  23405   POINT (97.279 82.444)       4 -1.251627  3.645737      99
6281    6281  POINT (80.610 108.758)       4 -1.251627  3.645737      99
36575  36575   POINT (95.825 98.508)       4 -1.251627  3.645737      99
74037  74037   POINT (93.610 79.114)       4 -1.251627  3.645737      99
55684  55684   POINT (86.735 86.698)       4 -1.251627  3.645737      99

[6253 rows x 6 columns]","[32.0, 28.0, 31.0, 20.0, 40.0, 50.0, 45.0, 49.0, 49.0, 45.0, 33.0, 33.0, 30.0, 31.0, 33.0, 45.0, 52.0, 44.0, 38.0, 38.0, 24.0, 28.0, 20.0, 21.0, 31.0, 38.0, 34.0, 38.0, 32.0, 34.0, 24.0, 25.0, 25.0, 30.0, 33.0, 24.0, 35.0, 38.0, 41.0, 36.0, 23.0, 30.0, 28.0, 35.0, 38.0, 34.0, 30.0, 32.0, 40.0, 35.0, 26.0, 20.0, 21.0, 37.0, 40.0, 33.0, 30.0, 25.0, 25.0, 26.0, 22.0, 19.0, 25.0, 27.0, 30.0, 28.0, 24.0, 25.0, 20.0, 27.0, 31.0, 35.0, 30.0, 45.0, 38.0, 37.0, 38.0, 38.0, 38.0, 39.0, 30.0, 47.0, 29.0, 42.0, 32.0, 42.0, 34.0, 39.0, 35.0, 36.0, 33.0, 36.0, 41.0, 35.0, 36.0, 38.0, 28.0, 36.0, 38.0, 31.0]",0.3,1.0
32,10,10,-0.9,100000,5,neyman,50,"           0                geometry  comuna    values   sigma_i  region
77666  77666   POINT (65.379 55.422)       0 -2.012981  2.310128      55
98191  98191   POINT (38.648 61.193)       0 -2.012981  2.310128      55
22979  22979   POINT (55.690 85.233)       0 -2.012981  2.310128      55
35407  35407   POINT (30.804 71.423)       0 -2.012981  2.310128      55
94025  94025   POINT (55.952 63.276)       0 -2.012981  2.310128      55
...      ...                     ...     ...       ...       ...     ...
78419  78419  POINT (50.805 108.807)       4  0.913162  1.939769      23
97569  97569   POINT (74.958 70.149)       4  0.913162  1.939769      23
32461  32461   POINT (71.426 77.577)       4  0.913162  1.939769      23
61346  61346   POINT (94.386 79.078)       4  0.913162  1.939769      23
72063  72063  POINT (85.595 109.663)       4  0.913162  1.939769      23

[4399 rows x 6 columns]","[62.0, 53.0, 66.0, 56.0, 55.0, 57.0, 66.0, 49.0, 64.0, 67.0, 34.0, 23.0, 19.0, 17.0, 28.0, 25.0, 25.0, 31.0, 23.0, 29.0, 30.0, 27.0, 32.0, 31.0, 38.0, 35.0, 27.0, 31.0, 101.0, 30.0, 47.0, 36.0, 62.0, 28.0, 61.0, 31.0, 31.0, 61.0, 19.0, 29.0, 72.0, 116.0, 55.0, 29.0, 40.0, 28.0, 24.0, 24.0, 52.0, 25.0, 43.0, 35.0, 26.0, 23.0, 55.0, 30.0, 31.0, 24.0, 27.0]",0.5,0.59
33,10,10,-0.9,100000,5,neyman,100,"           0                geometry  comuna    values   sigma_i  region
58208  58208   POINT (23.868 61.191)       0  2.285097  1.345559      18
89680  89680   POINT (57.872 86.934)       0  2.285097  1.345559      18
76085  76085   POINT (47.281 68.218)       0  2.285097  1.345559      18
98142  98142   POINT (54.488 71.420)       0  2.285097  1.345559      18
15163  15163   POINT (58.717 81.956)       0  2.285097  1.345559      18
...      ...                     ...     ...       ...       ...     ...
79788  79788  POINT (87.560 105.852)       4 -3.496054  4.541633      15
21271  21271   POINT (83.377 62.037)       4 -3.496054  4.541633      15
45257  45257   POINT (99.557 89.908)       4 -3.496054  4.541633      15
81420  81420   POINT (82.878 69.731)       4 -3.496054  4.541633      15
77744  77744  POINT (53.043 107.292)       4 -3.496054  4.541633      15

[5212 rows x 6 columns]","[30.0, 30.0, 63.0, 36.0, 65.0, 54.0, 117.0, 88.0, 115.0, 41.0, 105.0, 39.0, 68.0, 31.0, 103.0, 113.0, 112.0, 62.0, 82.0, 132.0, 114.0, 74.0, 122.0, 52.0, 76.0, 84.0, 126.0, 50.0, 118.0, 70.0, 99.0, 103.0, 82.0, 111.0, 111.0, 109.0]",1.0,0.36
34,10,10,-0.9,100000,5,neyman,150,"           0                geometry  comuna    values   sigma_i  region
37298  37298   POINT (42.899 72.329)       0 -0.232934  1.616740       0
13078  13078   POINT (46.847 79.524)       0 -0.232934  1.616740       0
29349  29349   POINT (36.868 55.978)       0 -0.232934  1.616740       0
3454    3454   POINT (58.028 70.406)       0 -0.232934  1.616740       0
53438  53438   POINT (31.753 75.734)       0 -0.232934  1.616740       0
...      ...                     ...     ...       ...       ...     ...
36148  36148  POINT (86.266 102.809)       4  0.530890  0.806285       7
18010  18010   POINT (95.372 74.464)       4  0.530890  0.806285       7
80742  80742   POINT (95.473 68.748)       4  0.530890  0.806285       7
63810  63810   POINT (80.688 71.106)       4  0.530890  0.806285       7
38852  38852  POINT (71.854 101.261)       4  0.530890  0.806285       7

[1783 rows x 6 columns]","[93.0, 151.0, 114.0, 78.0, 159.0, 74.0, 123.0, 97.0, 89.0]",1.5,0.09
35,10,10,-0.9,100000,5,proportional,25,"           0                   geometry  comuna    values   sigma_i  region
84358  84358  POINT (49.72871 81.41111)       0  0.885651  1.178082      41
96274  96274  POINT (30.82074 61.64664)       0  0.885651  1.178082      41
83931  83931  POINT (41.08335 87.81100)       0  0.885651  1.178082      41
28291  28291  POINT (54.35419 75.35843)       0  0.885651  1.178082      41
89861  89861  POINT (51.21087 42.75577)       0  0.885651  1.178082      41
...      ...                        ...     ...       ...       ...     ...
65789  65789  POINT (75.62327 70.71129)       4 -2.295081  2.331764      38
10049  10049  POINT (86.09948 83.76532)       4 -2.295081  2.331764      38
18933  18933  POINT (65.67838 80.61017)       4 -2.295081  2.331764      38
77460  77460  POINT (69.42766 82.18414)       4 -2.295081  2.331764      38
65976  65976  POINT (91.97817 74.00867)       4 -2.295081  2.331764      38

[1468 rows x 6 columns]","[10.0, 10.0, 21.0, 21.0, 17.0, 26.0, 16.0, 13.0, 12.0, 30.0, 18.0, 14.0, 15.0, 22.0, 31.0, 25.0, 18.0, 14.0, 16.0, 16.0, 14.0, 14.0, 11.0, 38.0, 34.0, 18.0, 26.0, 23.0, 25.0, 19.0, 37.0, 29.0, 35.0, 26.0, 20.0, 14.0, 31.0, 31.0, 33.0, 19.0, 42.0, 13.0, 13.0]",0.25,0.43
36,10,10,-0.9,100000,5,proportional,30,"           0                geometry  comuna    values   sigma_i  region
25087  25087   POINT (47.363 89.375)       0 -1.472431  1.977584      26
81009  81009   POINT (32.416 51.436)       0 -1.472431  1.977584      26
18032  18032   POINT (56.787 63.971)       0 -1.472431  1.977584      26
58545  58545   POINT (54.414 52.372)       0 -1.472431  1.977584      26
43345  43345   POINT (44.509 53.111)       0 -1.472431  1.977584      26
...      ...                     ...     ...       ...       ...     ...
60245  60245   POINT (74.990 75.801)       4  1.765084  1.820642      23
63461  63461   POINT (78.835 84.712)       4  1.765084  1.820642      23
32126  32126   POINT (80.641 71.967)       4  1.765084  1.820642      23
69469  69469   POINT (61.271 88.479)       4  1.765084  1.820642      23
16243  16243  POINT (54.586 108.523)       4  1.765084  1.820642      23

[2055 rows x 6 columns]","[26.0, 16.0, 40.0, 35.0, 19.0, 22.0, 29.0, 27.0, 24.0, 24.0, 25.0, 37.0, 31.0, 17.0, 35.0, 34.0, 26.0, 38.0, 17.0, 23.0, 28.0, 24.0, 35.0, 21.0, 15.0, 30.0, 43.0, 19.0, 52.0, 38.0, 35.0, 34.0, 42.0, 38.0, 23.0, 26.0, 36.0, 22.0, 53.0, 19.0, 25.0, 21.0, 25.0, 26.0, 31.0, 22.0]",0.3,0.46
