,rows,columns,rho,N,l,allocation,T,gdf_points_sample,needed_sample,T/(rows*columns),RA/(rows*columns)
342,15,15,-0.9,150000,10,neyman,50,"             0                 geometry  comuna    values   sigma_i  region
135549  135549  POINT (119.812 155.044)       0  1.996697  1.833095      37
103590  103590  POINT (145.010 155.553)       0  1.996697  1.833095      37
5123      5123  POINT (113.140 135.514)       0  1.996697  1.833095      37
20055    20055  POINT (148.056 120.053)       0  1.996697  1.833095      37
3927      3927  POINT (133.831 118.268)       0  1.996697  1.833095      37
...        ...                      ...     ...       ...       ...     ...
30372    30372  POINT (149.779 100.464)       9  0.597292  1.737186      28
74556    74556  POINT (121.830 102.681)       9  0.597292  1.737186      28
35736    35736   POINT (145.338 64.979)       9  0.597292  1.737186      28
75844    75844   POINT (110.829 78.419)       9  0.597292  1.737186      28
77047    77047   POINT (113.990 83.978)       9  0.597292  1.737186      28

[3101 rows x 6 columns]","[33.0, 33.0, 41.0, 26.0, 22.0, 31.0, 26.0, 26.0, 54.0, 31.0, 42.0, 38.0, 63.0, 36.0, 27.0, 29.0, 61.0, 35.0, 31.0, 32.0, 42.0, 28.0, 53.0, 36.0, 45.0, 28.0, 54.0, 25.0, 23.0, 33.0, 25.0, 25.0, 33.0, 26.0, 20.0, 39.0, 41.0, 26.0, 25.0, 31.0, 29.0, 41.0, 31.0, 49.0, 32.0, 36.0, 45.0, 25.0]",0.2222222222222222,0.21333333333333335
343,15,15,-0.9,150000,10,neyman,100,"             0                 geometry  comuna    values   sigma_i  region
130550  130550  POINT (117.944 131.470)       0  1.631457  1.504469       1
41852    41852  POINT (138.945 114.581)       0  1.631457  1.504469       1
54971    54971  POINT (101.913 122.976)       0  1.631457  1.504469       1
102991  102991  POINT (134.789 121.960)       0  1.631457  1.504469       1
75430    75430  POINT (141.089 135.171)       0  1.631457  1.504469       1
...        ...                      ...     ...       ...       ...     ...
73968    73968   POINT (140.242 70.128)       9  1.096780  1.509581      12
118351  118351   POINT (149.076 93.689)       9  1.096780  1.509581      12
12493    12493   POINT (118.306 98.592)       9  1.096780  1.509581      12
69947    69947  POINT (122.270 101.653)       9  1.096780  1.509581      12
3803      3803   POINT (119.641 85.242)       9  1.096780  1.509581      12

[2169 rows x 6 columns]","[69.0, 89.0, 63.0, 112.0, 60.0, 81.0, 56.0, 59.0, 74.0, 53.0, 56.0, 60.0, 58.0, 62.0, 71.0, 119.0]",0.4444444444444444,0.07111111111111111
344,15,15,-0.9,150000,10,neyman,150,"             0                 geometry  comuna    values   sigma_i  region
123546  123546  POINT (107.676 122.559)       0  1.669623  1.899763       6
104561  104561  POINT (139.412 150.284)       0  1.669623  1.899763       6
54105    54105  POINT (130.523 156.026)       0  1.669623  1.899763       6
103116  103116  POINT (110.490 148.308)       0  1.669623  1.899763       6
34760    34760  POINT (102.774 156.795)       0  1.669623  1.899763       6
...        ...                      ...     ...       ...       ...     ...
78745    78745   POINT (122.226 74.792)       9 -0.721596  1.981823       9
28368    28368  POINT (117.419 108.905)       9 -0.721596  1.981823       9
136959  136959   POINT (147.366 95.849)       9 -0.721596  1.981823       9
132355  132355   POINT (116.185 84.847)       9 -0.721596  1.981823       9
60288    60288   POINT (147.774 90.034)       9 -0.721596  1.981823       9

[3970 rows x 6 columns]","[78.0, 68.0, 119.0, 106.0, 91.0, 117.0, 96.0, 96.0, 89.0, 105.0, 77.0, 90.0, 94.0, 77.0, 77.0, 90.0, 119.0, 112.0, 95.0, 81.0, 112.0, 90.0]",0.6666666666666666,0.09777777777777778
345,15,15,-0.9,150000,10,proportional,25,"             0                 geometry  comuna    values   sigma_i  region
114033  114033  POINT (121.133 158.422)       0 -1.710209  1.379888      27
25791    25791  POINT (136.806 141.221)       0 -1.710209  1.379888      27
107750  107750  POINT (105.083 144.938)       0 -1.710209  1.379888      27
72769    72769  POINT (110.275 142.418)       0 -1.710209  1.379888      27
45115    45115  POINT (113.056 113.030)       0 -1.710209  1.379888      27
...        ...                      ...     ...       ...       ...     ...
79931    79931   POINT (111.015 65.665)       9  1.159907  2.578437      45
127734  127734   POINT (120.922 94.539)       9  1.159907  2.578437      45
43003    43003   POINT (136.796 94.380)       9  1.159907  2.578437      45
143446  143446   POINT (148.958 89.969)       9  1.159907  2.578437      45
87943    87943   POINT (111.876 61.467)       9  1.159907  2.578437      45

[2037 rows x 6 columns]","[19.0, 13.0, 24.0, 12.0, 18.0, 22.0, 22.0, 11.0, 25.0, 28.0, 9.0, 34.0, 15.0, 22.0, 17.0, 10.0, 22.0, 21.0, 18.0, 22.0, 24.0, 16.0, 25.0, 17.0, 16.0, 11.0, 15.0, 15.0, 17.0, 17.0, 26.0, 19.0, 21.0, 21.0, 22.0, 24.0, 16.0, 30.0, 14.0, 21.0, 19.0, 14.0, 20.0, 29.0, 31.0, 30.0, 19.0, 29.0, 27.0, 18.0, 26.0, 20.0, 45.0, 24.0, 21.0, 24.0, 15.0, 12.0, 47.0, 20.0, 14.0, 23.0, 20.0]",0.1111111111111111,0.28
346,15,15,-0.9,150000,10,proportional,30,"             0                 geometry  comuna    values   sigma_i  region
80056    80056  POINT (133.816 116.928)       0 -1.513855  2.660910       3
123835  123835  POINT (149.664 126.642)       0 -1.513855  2.660910       3
115434  115434  POINT (119.674 132.607)       0 -1.513855  2.660910       3
19394    19394  POINT (126.910 152.643)       0 -1.513855  2.660910       3
103811  103811  POINT (149.503 151.310)       0 -1.513855  2.660910       3
...        ...                      ...     ...       ...       ...     ...
128593  128593   POINT (121.096 82.532)       9  3.678416  4.241613      30
116138  116138  POINT (116.451 106.172)       9  3.678416  4.241613      30
147664  147664   POINT (111.684 96.534)       9  3.678416  4.241613      30
127855  127855   POINT (114.965 90.725)       9  3.678416  4.241613      30
95017    95017   POINT (114.878 68.962)       9  3.678416  4.241613      30

[3196 rows x 6 columns]","[28.0, 29.0, 27.0, 28.0, 23.0, 36.0, 26.0, 32.0, 16.0, 40.0, 24.0, 31.0, 19.0, 20.0, 35.0, 19.0, 32.0, 17.0, 35.0, 25.0, 14.0, 26.0, 37.0, 14.0, 22.0, 33.0, 26.0, 35.0, 34.0, 16.0, 48.0, 18.0, 25.0, 37.0, 52.0, 28.0, 22.0, 23.0, 18.0, 33.0, 28.0, 23.0, 13.0, 24.0, 20.0, 42.0, 41.0, 50.0, 17.0, 24.0, 30.0, 15.0, 29.0, 17.0, 21.0, 30.0, 16.0, 18.0, 24.0, 21.0, 22.0, 25.0, 26.0, 22.0, 34.0, 35.0, 19.0, 31.0, 28.0, 29.0, 19.0, 19.0, 43.0, 18.0, 29.0, 30.0]",0.13333333333333333,0.3377777777777778
347,15,15,-0.9,150000,10,proportional,50,"             0                 geometry  comuna    values   sigma_i  region
101169  101169  POINT (131.134 118.417)       0 -1.635331  1.482117      17
19047    19047  POINT (102.177 115.499)       0 -1.635331  1.482117      17
99084    99084  POINT (110.356 128.055)       0 -1.635331  1.482117      17
64530    64530  POINT (114.308 135.429)       0 -1.635331  1.482117      17
120001  120001  POINT (147.690 149.414)       0 -1.635331  1.482117      17
...        ...                      ...     ...       ...       ...     ...
99005    99005   POINT (130.207 81.751)       9  0.119778  1.534815      25
69833    69833   POINT (111.135 69.249)       9  0.119778  1.534815      25
2433      2433   POINT (120.080 67.087)       9  0.119778  1.534815      25
123815  123815   POINT (117.146 78.962)       9  0.119778  1.534815      25
124737  124737   POINT (141.973 78.728)       9  0.119778  1.534815      25

[1956 rows x 6 columns]","[50.0, 32.0, 44.0, 39.0, 49.0, 37.0, 32.0, 59.0, 41.0, 46.0, 50.0, 46.0, 46.0, 42.0, 47.0, 43.0, 59.0, 29.0, 47.0, 65.0, 38.0, 51.0, 66.0, 32.0, 36.0, 39.0, 51.0, 59.0]",0.2222222222222222,0.12444444444444444
348,15,15,-0.9,150000,10,proportional,100,"             0                 geometry  comuna    values   sigma_i  region
124915  124915  POINT (139.028 123.382)       0 -1.035047  1.217630       3
87492    87492  POINT (111.018 130.327)       0 -1.035047  1.217630       3
147948  147948  POINT (115.191 148.688)       0 -1.035047  1.217630       3
63631    63631  POINT (131.507 149.716)       0 -1.035047  1.217630       3
66566    66566  POINT (146.364 132.040)       0 -1.035047  1.217630       3
...        ...                      ...     ...       ...       ...     ...
110025  110025   POINT (122.212 89.954)       9 -0.141508  2.890779      15
148653  148653   POINT (115.030 85.136)       9 -0.141508  2.890779      15
10297    10297   POINT (129.653 72.077)       9 -0.141508  2.890779      15
64756    64756  POINT (147.941 107.862)       9 -0.141508  2.890779      15
78132    78132   POINT (137.112 73.123)       9 -0.141508  2.890779      15

[1949 rows x 6 columns]","[75.0, 89.0, 116.0, 78.0, 75.0, 89.0, 43.0, 125.0, 78.0, 65.0, 51.0, 54.0, 52.0, 77.0, 103.0, 77.0]",0.4444444444444444,0.07111111111111111
349,15,15,-0.9,150000,10,proportional,150,"             0                 geometry  comuna    values   sigma_i  region
49550    49550  POINT (137.666 122.748)       0 -1.406150  1.577822       5
44588    44588  POINT (114.347 121.280)       0 -1.406150  1.577822       5
147223  147223  POINT (110.189 116.968)       0 -1.406150  1.577822       5
81485    81485  POINT (113.813 147.481)       0 -1.406150  1.577822       5
103074  103074  POINT (111.906 122.456)       0 -1.406150  1.577822       5
...        ...                      ...     ...       ...       ...     ...
11338    11338   POINT (147.608 63.377)       9 -2.822582  2.458424       4
95856    95856  POINT (129.406 101.147)       9 -2.822582  2.458424       4
91452    91452   POINT (111.274 84.930)       9 -2.822582  2.458424       4
100102  100102   POINT (139.727 98.414)       9 -2.822582  2.458424       4
78907    78907   POINT (143.896 75.115)       9 -2.822582  2.458424       4

[1286 rows x 6 columns]","[154.0, 111.0, 146.0, 109.0, 173.0, 141.0]",0.6666666666666666,0.02666666666666667
350,15,15,-0.9,150000,15,neyman,25,"             0                   geometry  comuna    values   sigma_i  region
104796  104796  POINT (93.54694 20.83688)       0  0.565044  1.711101     103
28513    28513  POINT (80.38340 35.49701)       0  0.565044  1.711101     103
90243    90243  POINT (94.23768 28.95977)       0  0.565044  1.711101     103
85093    85093  POINT (74.30541 22.26338)       0  0.565044  1.711101     103
102656  102656  POINT (86.08370 42.60978)       0  0.565044  1.711101     103
...        ...                        ...     ...       ...       ...     ...
74996    74996  POINT (53.32957 10.81350)      14  3.145808  1.783382      46
120895  120895  POINT (60.96760 46.20263)      14  3.145808  1.783382      46
32878    32878  POINT (40.36647 47.11333)      14  3.145808  1.783382      46
112680  112680  POINT (67.82140 11.66405)      14  3.145808  1.783382      46
58049    58049  POINT (67.63051 13.00964)      14  3.145808  1.783382      46

[4174 rows x 6 columns]","[10.0, 10.0, 17.0, 15.0, 14.0, 14.0, 14.0, 16.0, 12.0, 11.0, 11.0, 19.0, 11.0, 20.0, 22.0, 24.0, 24.0, 44.0, 15.0, 16.0, 14.0, 12.0, 10.0, 12.0, 11.0, 17.0, 14.0, 15.0, 16.0, 19.0, 20.0, 21.0, 20.0, 44.0, 19.0, 23.0, 22.0, 23.0, 20.0, 11.0, 8.0, 21.0, 17.0, 17.0, 11.0, 11.0, 11.0, 24.0, 18.0, 14.0, 27.0, 21.0, 18.0, 15.0, 13.0, 21.0, 26.0, 19.0, 20.0, 22.0, 25.0, 15.0, 24.0, 20.0, 30.0, 10.0, 18.0, 26.0, 31.0, 16.0, 30.0, 11.0, 15.0, 17.0, 34.0, 14.0, 17.0, 13.0, 31.0, 13.0, 22.0, 23.0, 18.0, 19.0, 23.0, 20.0, 22.0, 29.0, 21.0, 10.0, 27.0, 35.0, 18.0, 29.0, 16.0, 35.0, 24.0, 15.0, 27.0, 20.0, 22.0, 34.0, 10.0, 19.0, 28.0, 15.0, 17.0, 28.0, 18.0, 27.0, 13.0, 18.0, 14.0, 23.0, 27.0, 23.0, 19.0, 25.0]",0.1111111111111111,0.5244444444444445
351,15,15,-0.9,150000,15,neyman,30,"             0                   geometry  comuna    values   sigma_i  region
104937  104937  POINT (77.24434 37.11129)       0 -1.712195  1.533461      52
131689  131689  POINT (83.87338 45.88946)       0 -1.712195  1.533461      52
18707    18707  POINT (79.23630 55.84389)       0 -1.712195  1.533461      52
20465    20465  POINT (88.31035 58.05722)       0 -1.712195  1.533461      52
48613    48613  POINT (92.80917 26.29313)       0 -1.712195  1.533461      52
...        ...                        ...     ...       ...       ...     ...
137816  137816  POINT (56.54111 22.19332)      14 -3.807945  2.630010      47
42668    42668  POINT (52.05640 38.35292)      14 -3.807945  2.630010      47
51399    51399  POINT (49.98583 10.95237)      14 -3.807945  2.630010      47
18044    18044  POINT (44.90043 32.75350)      14 -3.807945  2.630010      47
142894  142894  POINT (64.35073 27.37283)      14 -3.807945  2.630010      47

[2868 rows x 6 columns]","[19.0, 12.0, 27.0, 31.0, 14.0, 20.0, 15.0, 22.0, 30.0, 34.0, 17.0, 31.0, 10.0, 12.0, 25.0, 46.0, 18.0, 25.0, 13.0, 31.0, 18.0, 14.0, 20.0, 14.0, 14.0, 24.0, 22.0, 36.0, 17.0, 14.0, 13.0, 20.0, 11.0, 16.0, 20.0, 16.0, 51.0, 35.0, 42.0, 12.0, 22.0, 22.0, 27.0, 59.0, 30.0, 20.0, 13.0, 26.0, 34.0, 15.0, 35.0, 19.0, 15.0, 15.0, 35.0, 25.0, 8.0, 22.0, 38.0, 12.0, 13.0, 42.0, 31.0, 20.0, 19.0, 30.0, 20.0, 15.0, 20.0, 19.0, 12.0]",0.13333333333333333,0.31555555555555553
352,15,15,-0.9,150000,15,neyman,50,"             0                   geometry  comuna    values   sigma_i  region
100573  100573  POINT (70.30390 34.02240)       0  0.968150  1.371783       9
13987    13987  POINT (83.34594 46.85199)       0  0.968150  1.371783       9
4135      4135  POINT (97.07102 32.78043)       0  0.968150  1.371783       9
120944  120944  POINT (73.78659 20.80372)       0  0.968150  1.371783       9
15749    15749  POINT (88.97576 12.10068)       0  0.968150  1.371783       9
...        ...                        ...     ...       ...       ...     ...
88525    88525  POINT (40.39782 32.52878)      14  0.961501  1.719161       4
37257    37257  POINT (41.54651 20.87637)      14  0.961501  1.719161       4
72476    72476  POINT (41.68157 12.61764)      14  0.961501  1.719161       4
32915    32915  POINT (68.72052 40.31816)      14  0.961501  1.719161       4
104854  104854  POINT (55.21839 18.12481)      14  0.961501  1.719161       4

[2871 rows x 6 columns]","[41.0, 31.0, 49.0, 17.0, 33.0, 23.0, 56.0, 55.0, 29.0, 18.0, 25.0, 42.0, 49.0, 46.0, 65.0, 52.0, 15.0, 53.0, 54.0, 33.0, 53.0, 20.0, 25.0, 31.0, 33.0, 32.0, 25.0, 46.0, 30.0, 24.0, 44.0, 24.0, 19.0, 35.0, 22.0, 37.0, 44.0, 38.0, 28.0, 31.0, 33.0, 18.0, 42.0, 36.0, 42.0]",0.2222222222222222,0.2
353,15,15,-0.9,150000,15,neyman,100,"             0                    geometry  comuna    values   sigma_i  region
133415  133415   POINT (91.59558 39.49249)       0 -3.257142  3.175370      23
118517  118517   POINT (80.04185 58.84557)       0 -3.257142  3.175370      23
32860    32860   POINT (83.76095 59.47146)       0 -3.257142  3.175370      23
42090    42090  POINT (102.77245 44.86221)       0 -3.257142  3.175370      23
54352    54352   POINT (95.73790 33.89691)       0 -3.257142  3.175370      23
...        ...                         ...     ...       ...       ...     ...
125787  125787   POINT (52.09470 48.74677)      14  0.772688  1.287769       3
135465  135465   POINT (40.55365 37.42747)      14  0.772688  1.287769       3
145067  145067   POINT (61.25434 27.51322)      14  0.772688  1.287769       3
35758    35758   POINT (66.53209 41.36455)      14  0.772688  1.287769       3
29517    29517   POINT (56.69457 49.96167)      14  0.772688  1.287769       3

[4027 rows x 6 columns]","[135.0, 72.0, 57.0, 67.0, 57.0, 82.0, 109.0, 78.0, 72.0, 84.0, 66.0, 65.0, 51.0, 67.0, 56.0, 53.0, 69.0, 83.0, 76.0, 59.0, 91.0, 58.0, 55.0, 74.0, 86.0, 66.0, 78.0, 48.0, 68.0, 51.0, 68.0]",0.4444444444444444,0.13777777777777778
354,15,15,-0.9,150000,15,neyman,150,"           0                    geometry  comuna    values   sigma_i  region
32999  32999   POINT (70.96943 53.40303)       0  0.518552  2.463947      20
8479    8479  POINT (109.72565 48.82366)       0  0.518552  2.463947      20
86450  86450   POINT (90.97747 43.75196)       0  0.518552  2.463947      20
98463  98463   POINT (97.66755 29.73035)       0  0.518552  2.463947      20
86208  86208   POINT (71.55850 46.82383)       0  0.518552  2.463947      20
...      ...                         ...     ...       ...       ...     ...
22551  22551   POINT (69.97872 32.92567)      14 -4.005694  2.795684       0
5969    5969   POINT (42.05263 39.41717)      14 -4.005694  2.795684       0
13487  13487   POINT (40.02309 27.64104)      14 -4.005694  2.795684       0
66387  66387   POINT (50.75962 28.18239)      14 -4.005694  2.795684       0
12272  12272   POINT (64.99481 13.58227)      14 -4.005694  2.795684       0

[4843 rows x 6 columns]","[85.0, 115.0, 144.0, 138.0, 123.0, 134.0, 134.0, 90.0, 106.0, 87.0, 122.0, 91.0, 115.0, 135.0, 80.0, 97.0, 84.0, 151.0, 91.0, 121.0, 82.0, 69.0, 66.0, 102.0, 79.0]",0.6666666666666666,0.1111111111111111
355,15,15,-0.9,150000,15,proportional,25,"             0                    geometry  comuna    values   sigma_i  region
115139  115139  POINT (106.30234 20.94948)       0 -0.070379  2.421388      16
58352    58352   POINT (84.85125 35.45693)       0 -0.070379  2.421388      16
76501    76501   POINT (90.79714 32.61108)       0 -0.070379  2.421388      16
1047      1047   POINT (85.38911 27.08776)       0 -0.070379  2.421388      16
37816    37816   POINT (94.88343 39.85214)       0 -0.070379  2.421388      16
...        ...                         ...     ...       ...       ...     ...
1429      1429   POINT (46.01410 24.73311)      14  2.535017  1.549209      41
38754    38754   POINT (63.88395 21.34353)      14  2.535017  1.549209      41
31722    31722   POINT (52.70900 40.64175)      14  2.535017  1.549209      41
120382  120382   POINT (65.25379 12.01573)      14  2.535017  1.549209      41
7757      7757   POINT (71.59801 19.92616)      14  2.535017  1.549209      41

[1535 rows x 6 columns]","[22.0, 12.0, 20.0, 24.0, 10.0, 21.0, 14.0, 15.0, 17.0, 35.0, 23.0, 28.0, 18.0, 29.0, 18.0, 21.0, 19.0, 22.0, 17.0, 16.0, 27.0, 29.0, 34.0, 15.0, 28.0, 23.0, 20.0, 15.0, 25.0, 12.0, 27.0, 17.0, 13.0, 22.0, 21.0, 26.0, 22.0, 20.0, 14.0, 17.0, 22.0, 23.0, 21.0, 24.0, 15.0, 21.0, 23.0, 18.0]",0.1111111111111111,0.21333333333333335
356,15,15,-0.9,150000,15,proportional,30,"             0                    geometry  comuna    values   sigma_i  region
34550    34550   POINT (99.08323 37.35640)       0 -2.172118  1.707166       3
73910    73910  POINT (104.48466 47.74314)       0 -2.172118  1.707166       3
136210  136210   POINT (86.00775 41.99098)       0 -2.172118  1.707166       3
74760    74760  POINT (105.39386 45.98219)       0 -2.172118  1.707166       3
43420    43420   POINT (94.88227 34.69705)       0 -2.172118  1.707166       3
...        ...                         ...     ...       ...       ...     ...
12384    12384   POINT (56.06256 28.25468)      14 -0.910708  1.072975      28
34837    34837   POINT (52.99030 18.30658)      14 -0.910708  1.072975      28
140432  140432   POINT (40.64618 27.84847)      14 -0.910708  1.072975      28
33660    33660   POINT (53.28672 16.60265)      14 -0.910708  1.072975      28
47192    47192   POINT (57.12598 40.34939)      14 -0.910708  1.072975      28

[1895 rows x 6 columns]","[22.0, 23.0, 20.0, 27.0, 19.0, 22.0, 22.0, 20.0, 29.0, 26.0, 24.0, 15.0, 18.0, 25.0, 15.0, 20.0, 27.0, 36.0, 23.0, 18.0, 38.0, 18.0, 32.0, 18.0, 24.0, 14.0, 40.0, 32.0, 17.0, 18.0, 22.0, 32.0, 39.0, 26.0, 23.0, 27.0, 19.0, 21.0, 38.0, 28.0, 18.0, 20.0, 19.0, 18.0, 38.0, 22.0, 28.0, 20.0, 36.0]",0.13333333333333333,0.21777777777777776
357,15,15,-0.9,150000,15,proportional,50,"             0                   geometry  comuna    values   sigma_i  region
138222  138222  POINT (96.98518 18.57688)       0 -1.160099  2.302365      31
74465    74465  POINT (88.06019 15.32084)       0 -1.160099  2.302365      31
70483    70483  POINT (80.80619 48.46996)       0 -1.160099  2.302365      31
109507  109507  POINT (84.82574 34.54830)       0 -1.160099  2.302365      31
30416    30416  POINT (78.75352 53.66104)       0 -1.160099  2.302365      31
...        ...                        ...     ...       ...       ...     ...
37101    37101  POINT (50.14809 37.43582)      14 -3.229226  2.041206      15
30113    30113  POINT (60.80924 33.67084)      14 -3.229226  2.041206      15
53063    53063  POINT (58.52443 39.09051)      14 -3.229226  2.041206      15
84443    84443  POINT (69.12339 33.45458)      14 -3.229226  2.041206      15
20727    20727  POINT (43.17879 45.32023)      14 -3.229226  2.041206      15

[2154 rows x 6 columns]","[49.0, 38.0, 45.0, 45.0, 53.0, 48.0, 26.0, 30.0, 53.0, 62.0, 44.0, 36.0, 53.0, 45.0, 35.0, 49.0, 36.0, 41.0, 38.0, 47.0, 45.0, 50.0, 56.0, 39.0, 28.0, 41.0, 32.0, 33.0, 36.0, 52.0, 38.0, 39.0, 38.0, 29.0]",0.2222222222222222,0.1511111111111111
358,15,15,-0.9,150000,15,proportional,100,"             0                    geometry  comuna    values   sigma_i  region
57396    57396   POINT (91.11390 47.09445)       0  1.921439  1.311029       8
93929    93929   POINT (80.94174 22.13014)       0  1.921439  1.311029       8
102547  102547   POINT (79.55031 31.93950)       0  1.921439  1.311029       8
8989      8989  POINT (100.52227 49.99605)       0  1.921439  1.311029       8
78958    78958   POINT (88.67153 33.49840)       0  1.921439  1.311029       8
...        ...                         ...     ...       ...       ...     ...
25958    25958   POINT (50.14795 25.30932)      14  0.808049  1.276340       9
67495    67495   POINT (64.17473 34.81040)      14  0.808049  1.276340       9
57883    57883   POINT (42.30138 15.09166)      14  0.808049  1.276340       9
95257    95257   POINT (59.12098 46.38467)      14  0.808049  1.276340       9
85718    85718   POINT (58.78574 40.22938)      14  0.808049  1.276340       9

[1564 rows x 6 columns]","[69.0, 125.0, 142.0, 89.0, 72.0, 83.0, 66.0, 73.0, 80.0, 73.0, 73.0, 68.0]",0.4444444444444444,0.05333333333333334
359,15,15,-0.9,150000,15,proportional,150,"             0                    geometry  comuna    values   sigma_i  region
30582    30582   POINT (94.04151 28.64674)       0  1.372749  1.730754       1
49585    49585  POINT (107.88149 32.45952)       0  1.372749  1.730754       1
23510    23510  POINT (106.06774 20.96421)       0  1.372749  1.730754       1
70005    70005   POINT (91.25505 26.12380)       0  1.372749  1.730754       1
85182    85182   POINT (89.56085 35.01187)       0  1.372749  1.730754       1
...        ...                         ...     ...       ...       ...     ...
47035    47035   POINT (51.39784 40.95133)      14  0.060170  1.787008       8
147611  147611   POINT (71.95019 15.41955)      14  0.060170  1.787008       8
91087    91087   POINT (44.21484 23.19381)      14  0.060170  1.787008       8
149410  149410   POINT (60.21168 31.84060)      14  0.060170  1.787008       8
99450    99450   POINT (67.86327 21.47577)      14  0.060170  1.787008       8

[2378 rows x 6 columns]","[133.0, 147.0, 162.0, 100.0, 150.0, 112.0, 141.0, 113.0, 119.0, 132.0, 120.0, 125.0]",0.6666666666666666,0.05333333333333334
360,15,15,0.0,50000,5,neyman,25,"           0                geometry  comuna    values   sigma_i  region
28458  28458  POINT (56.798 101.642)       0  0.293727  1.008816       4
34110  34110   POINT (85.850 97.752)       0  0.293727  1.008816       4
23129  23129   POINT (70.198 94.865)       0  0.293727  1.008816       4
28423  28423   POINT (46.108 84.020)       0  0.293727  1.008816       2
32675  32675   POINT (59.800 72.118)       0  0.293727  1.008816       2
...      ...                     ...     ...       ...       ...     ...
19515  19515   POINT (32.410 98.140)       4  0.924691  1.022096       3
20803  20803  POINT (26.220 114.417)       4  0.924691  1.022096       3
39622  39622  POINT (28.910 114.064)       4  0.924691  1.022096       3
29856  29856   POINT (1.715 111.497)       4  0.924691  1.022096       3
44064  44064  POINT (29.833 105.725)       4  0.924691  1.022096       3

[797 rows x 6 columns]","[19.0, 14.0, 23.0, 22.0, 19.0, 19.0, 14.0, 19.0, 20.0, 22.0, 17.0, 14.0, 15.0, 18.0, 16.0, 20.0, 13.0, 15.0, 17.0, 14.0, 18.0, 14.0, 17.0, 14.0]",0.1111111111111111,0.10666666666666667
361,15,15,0.0,50000,5,neyman,30,"           0                geometry  comuna    values   sigma_i  region
5709    5709   POINT (67.828 83.341)       0  0.066088  0.941319       7
22237  22237   POINT (62.427 54.031)       0  0.066088  0.941319       7
33995  33995   POINT (87.970 59.364)       0  0.066088  0.941319       7
35638  35638   POINT (79.574 64.475)       0  0.066088  0.941319       7
43880  43880   POINT (81.525 87.472)       0  0.066088  0.941319       7
...      ...                     ...     ...       ...       ...     ...
4228    4228   POINT (2.986 126.245)       4 -0.363738  0.984792       9
29410  29410  POINT (34.091 151.106)       4 -0.363738  0.984792       9
6390    6390    POINT (6.991 95.533)       4 -0.363738  0.984792       9
39697  39697  POINT (23.670 103.878)       4 -0.363738  0.984792       9
27703  27703   POINT (7.055 107.233)       4 -0.363738  0.984792       9

[812 rows x 6 columns]","[22.0, 27.0, 19.0, 20.0, 18.0, 19.0, 25.0, 31.0, 16.0, 22.0, 18.0, 18.0, 31.0, 24.0, 25.0, 19.0, 17.0, 19.0, 15.0, 15.0]",0.13333333333333333,0.08888888888888889
362,15,15,0.0,50000,5,neyman,50,"           0                geometry  comuna    values   sigma_i  region
2468    2468  POINT (53.336 103.283)       0  0.307331  0.992827      10
38720  38720   POINT (66.315 86.901)       0  0.307331  0.992827      10
11002  11002   POINT (53.129 72.716)       0  0.307331  0.992827      10
33205  33205   POINT (45.646 75.568)       0  0.307331  0.992827      10
19810  19810   POINT (84.174 66.572)       0  0.307331  0.992827      10
...      ...                     ...     ...       ...       ...     ...
47602  47602  POINT (26.494 121.759)       4 -0.432620  0.891316       5
39198  39198  POINT (27.722 131.622)       4 -0.432620  0.891316       5
7173    7173  POINT (50.901 131.164)       4 -0.432620  0.891316       5
27259  27259  POINT (16.701 117.498)       4 -0.432620  0.891316       5
25393  25393  POINT (18.251 139.708)       4 -0.432620  0.891316       5

[722 rows x 6 columns]","[32.0, 31.0, 34.0, 36.0, 48.0, 36.0, 28.0, 38.0, 31.0, 31.0, 27.0]",0.2222222222222222,0.04888888888888889
363,15,15,0.0,50000,5,neyman,100,"           0                geometry  comuna    values   sigma_i  region
25613  25613   POINT (42.775 98.688)       0 -0.066880  0.821118       4
47021  47021  POINT (76.737 108.070)       0 -0.066880  0.821118       4
11163  11163  POINT (75.795 106.124)       0 -0.066880  0.821118       4
37055  37055  POINT (51.507 107.416)       0 -0.066880  0.821118       4
15564  15564   POINT (67.470 94.104)       0 -0.066880  0.821118       4
...      ...                     ...     ...       ...       ...     ...
37155  37155  POINT (41.857 138.705)       4 -0.778203  1.032524       3
41780  41780   POINT (3.446 139.305)       4 -0.778203  1.032524       3
23744  23744   POINT (19.431 89.377)       4 -0.778203  1.032524       3
36604  36604  POINT (33.529 126.995)       4 -0.778203  1.032524       3
34310  34310  POINT (15.992 156.926)       4 -0.778203  1.032524       3

[865 rows x 6 columns]","[67.0, 85.0, 85.0, 61.0, 87.0, 65.0]",0.4444444444444444,0.02666666666666667
