,sample,T,rho
12902,33.0,50,-0.9
12903,32.0,50,-0.9
12904,25.0,50,-0.9
12905,46.0,50,-0.9
12906,30.0,50,-0.9
12907,24.0,50,-0.9
12908,44.0,50,-0.9
12909,24.0,50,-0.9
12910,19.0,50,-0.9
12911,35.0,50,-0.9
12912,22.0,50,-0.9
12913,37.0,50,-0.9
12914,44.0,50,-0.9
12915,38.0,50,-0.9
12916,28.0,50,-0.9
12917,31.0,50,-0.9
12918,33.0,50,-0.9
12919,18.0,50,-0.9
12920,42.0,50,-0.9
12921,36.0,50,-0.9
12922,42.0,50,-0.9
12923,49.0,50,-0.9
12924,38.0,50,-0.9
12925,45.0,50,-0.9
12926,45.0,50,-0.9
12927,53.0,50,-0.9
12928,48.0,50,-0.9
12929,26.0,50,-0.9
12930,30.0,50,-0.9
12931,53.0,50,-0.9
12932,62.0,50,-0.9
12933,44.0,50,-0.9
12934,36.0,50,-0.9
12935,53.0,50,-0.9
12936,45.0,50,-0.9
12937,35.0,50,-0.9
12938,49.0,50,-0.9
12939,36.0,50,-0.9
12940,41.0,50,-0.9
12941,38.0,50,-0.9
12942,47.0,50,-0.9
12943,45.0,50,-0.9
12944,50.0,50,-0.9
12945,56.0,50,-0.9
12946,39.0,50,-0.9
12947,28.0,50,-0.9
12948,41.0,50,-0.9
12949,32.0,50,-0.9
12950,33.0,50,-0.9
12951,36.0,50,-0.9
12952,52.0,50,-0.9
12953,38.0,50,-0.9
12954,39.0,50,-0.9
12955,38.0,50,-0.9
12956,29.0,50,-0.9
12957,28.0,50,-0.9
12958,40.0,50,-0.9
12959,54.0,50,-0.9
12960,57.0,50,-0.9
12961,31.0,50,-0.9
12962,29.0,50,-0.9
12963,35.0,50,-0.9
12964,39.0,50,-0.9
12965,28.0,50,-0.9
12966,35.0,50,-0.9
12967,41.0,50,-0.9
12968,37.0,50,-0.9
12969,35.0,50,-0.9
12970,38.0,50,-0.9
12971,37.0,50,-0.9
12972,29.0,50,-0.9
12973,34.0,50,-0.9
12974,47.0,50,-0.9
12975,36.0,50,-0.9
12976,63.0,50,-0.9
12977,37.0,50,-0.9
12978,31.0,50,-0.9
12979,33.0,50,-0.9
12980,26.0,50,-0.9
12981,28.0,50,-0.9
12982,46.0,50,-0.9
12983,40.0,50,-0.9
12984,35.0,50,-0.9
12985,28.0,50,-0.9
12986,24.0,50,-0.9
12987,50.0,50,-0.9
12988,48.0,50,-0.9
12989,64.0,50,-0.9
12990,27.0,50,-0.9
12991,30.0,50,-0.9
12992,26.0,50,-0.9
12993,33.0,50,-0.9
12994,30.0,50,-0.9
12995,28.0,50,-0.9
12996,29.0,50,-0.9
12997,26.0,50,-0.9
12998,34.0,50,-0.9
12999,28.0,50,-0.9
13000,29.0,50,-0.9
13001,27.0,50,-0.9
13002,31.0,50,-0.9
13003,30.0,50,-0.9
13004,27.0,50,-0.9
13005,25.0,50,-0.9
13006,26.0,50,-0.9
13007,49.0,50,-0.9
13008,80.0,50,-0.9
13009,51.0,50,-0.9
13010,49.0,50,-0.9
13011,40.0,50,-0.9
13012,49.0,50,-0.9
13013,47.0,50,-0.9
13014,67.0,50,-0.9
13015,50.0,50,-0.9
13016,27.0,50,-0.9
13017,30.0,50,-0.9
13018,33.0,50,-0.9
13019,53.0,50,-0.9
13020,28.0,50,-0.9
13021,71.0,50,-0.9
13022,39.0,50,-0.9
13023,29.0,50,-0.9
13024,27.0,50,-0.9
13025,47.0,50,-0.9
13026,43.0,50,-0.9
13027,52.0,50,-0.9
13028,37.0,50,-0.9
13029,46.0,50,-0.9
13030,51.0,50,-0.9
13031,29.0,50,-0.9
13032,24.0,50,-0.9
13033,35.0,50,-0.9
13034,37.0,50,-0.9
13035,44.0,50,-0.9
13036,29.0,50,-0.9
13037,39.0,50,-0.9
13038,44.0,50,-0.9
13039,27.0,50,-0.9
13040,35.0,50,-0.9
13041,37.0,50,-0.9
13042,36.0,50,-0.9
13043,30.0,50,-0.9
13044,43.0,50,-0.9
13045,42.0,50,-0.9
13046,29.0,50,-0.9
13047,27.0,50,-0.9
13048,25.0,50,-0.9
13049,32.0,50,-0.9
13050,46.0,50,-0.9
13051,32.0,50,-0.9
13052,43.0,50,-0.9
13053,47.0,50,-0.9
13054,33.0,50,-0.9
13055,24.0,50,-0.9
13056,42.0,50,-0.9
13057,37.0,50,-0.9
13058,34.0,50,-0.9
13059,23.0,50,-0.9
13060,36.0,50,-0.9
13061,38.0,50,-0.9
13062,41.0,50,-0.9
13063,29.0,50,-0.9
13064,29.0,50,-0.9
13065,29.0,50,-0.9
13066,29.0,50,-0.9
13067,47.0,50,-0.9
13068,46.0,50,-0.9
13069,26.0,50,-0.9
13070,50.0,50,-0.9
13071,39.0,50,-0.9
13072,32.0,50,-0.9
13073,29.0,50,-0.9
13074,33.0,50,-0.9
13075,29.0,50,-0.9
13076,30.0,50,-0.9
13077,23.0,50,-0.9
13078,34.0,50,-0.9
13079,32.0,50,-0.9
13080,32.0,50,-0.9
13081,29.0,50,-0.9
13082,28.0,50,-0.9
13083,30.0,50,-0.9
13084,48.0,50,-0.9
13085,30.0,50,-0.9
13086,47.0,50,-0.9
13087,30.0,50,-0.9
13088,38.0,50,-0.9
13089,47.0,50,-0.9
13090,47.0,50,-0.9
13091,53.0,50,-0.9
13092,57.0,50,-0.9
13093,47.0,50,-0.9
13094,37.0,50,-0.9
13095,37.0,50,-0.9
13096,55.0,50,-0.9
13097,33.0,50,-0.9
13098,45.0,50,-0.9
13099,37.0,50,-0.9
13100,44.0,50,-0.9
13101,44.0,50,-0.9
13102,40.0,50,-0.9
13103,57.0,50,-0.9
13104,48.0,50,-0.9
13105,30.0,50,-0.9
13106,52.0,50,-0.9
13107,47.0,50,-0.9
13108,51.0,50,-0.9
13109,30.0,50,-0.9
13110,26.0,50,-0.9
13111,54.0,50,-0.9
13112,28.0,50,-0.9
13113,34.0,50,-0.9
13114,44.0,50,-0.9
13115,39.0,50,-0.9
13116,68.0,50,-0.9
13117,52.0,50,-0.9
13118,26.0,50,-0.9
13119,32.0,50,-0.9
13120,46.0,50,-0.9
13121,42.0,50,-0.9
13122,32.0,50,-0.9
13123,32.0,50,-0.9
13124,33.0,50,-0.9
13125,31.0,50,-0.9
13126,50.0,50,-0.9
13127,50.0,50,-0.9
13128,23.0,50,-0.9
13129,50.0,50,-0.9
13130,28.0,50,-0.9
13131,37.0,50,-0.9
13132,41.0,50,-0.9
13133,26.0,50,-0.9
13134,35.0,50,-0.9
13135,26.0,50,-0.9
13136,34.0,50,-0.9
13137,20.0,50,-0.9
13138,39.0,50,-0.9
13139,45.0,50,-0.9
13140,32.0,50,-0.9
13141,21.0,50,-0.9
13142,26.0,50,-0.9
13143,25.0,50,-0.9
13144,28.0,50,-0.9
13145,81.0,50,-0.9
13146,29.0,50,-0.9
13147,40.0,50,-0.9
13148,38.0,50,-0.9
13149,38.0,50,-0.9
13150,48.0,50,-0.9
13151,28.0,50,-0.9
13152,27.0,50,-0.9
13153,31.0,50,-0.9
13154,22.0,50,-0.9
13155,28.0,50,-0.9
13156,51.0,50,-0.9
13157,18.0,50,-0.9
13158,25.0,50,-0.9
13159,19.0,50,-0.9
13160,27.0,50,-0.9
13161,51.0,50,-0.9
13162,41.0,50,-0.9
13163,50.0,50,-0.9
13164,31.0,50,-0.9
13165,41.0,50,-0.9
13166,46.0,50,-0.9
13167,33.0,50,-0.9
13168,67.0,50,-0.9
13169,66.0,50,-0.9
13170,34.0,50,-0.9
13171,39.0,50,-0.9
13172,33.0,50,-0.9
13173,30.0,50,-0.9
13174,35.0,50,-0.9
13175,47.0,50,-0.9
13176,44.0,50,-0.9
13177,42.0,50,-0.9
13178,42.0,50,-0.9
13179,82.0,50,-0.9
13180,36.0,50,-0.9
13181,45.0,50,-0.9
13182,46.0,50,-0.9
13183,38.0,50,-0.9
13184,29.0,50,-0.9
13185,36.0,50,-0.9
13186,38.0,50,-0.9
13187,36.0,50,-0.9
13188,27.0,50,-0.9
13189,32.0,50,-0.9
13190,66.0,50,-0.9
13191,47.0,50,-0.9
13192,31.0,50,-0.9
13193,31.0,50,-0.9
13194,49.0,50,-0.9
13195,39.0,50,-0.9
13196,38.0,50,-0.9
13197,25.0,50,-0.9
13198,36.0,50,-0.9
13199,29.0,50,-0.9
13200,24.0,50,-0.9
13201,26.0,50,-0.9
13202,32.0,50,-0.9
13203,31.0,50,-0.9
13204,29.0,50,-0.9
13205,35.0,50,-0.9
13206,31.0,50,-0.9
13207,23.0,50,-0.9
13208,38.0,50,-0.9
13209,34.0,50,-0.9
13210,36.0,50,-0.9
13211,30.0,50,-0.9
13212,36.0,50,-0.9
13213,26.0,50,-0.9
13214,27.0,50,-0.9
13215,30.0,50,-0.9
13216,29.0,50,-0.9
13217,23.0,50,-0.9
13218,30.0,50,-0.9
13219,33.0,50,-0.9
13220,27.0,50,-0.9
13221,39.0,50,-0.9
13222,33.0,50,-0.9
13223,30.0,50,-0.9
13224,29.0,50,-0.9
13225,34.0,50,-0.9
13226,47.0,50,-0.9
13227,24.0,50,-0.9
13228,24.0,50,-0.9
13229,33.0,50,-0.9
13230,35.0,50,-0.9
13231,34.0,50,-0.9
13232,28.0,50,-0.9
13233,24.0,50,-0.9
13234,31.0,50,-0.9
13235,34.0,50,-0.9
13236,28.0,50,-0.9
13237,27.0,50,-0.9
13238,33.0,50,-0.9
13239,39.0,50,-0.9
13240,35.0,50,-0.9
13241,71.0,50,-0.9
13242,33.0,50,-0.9
13243,44.0,50,-0.9
13244,44.0,50,-0.9
13245,33.0,50,-0.9
13246,51.0,50,-0.9
13247,36.0,50,-0.9
13248,35.0,50,-0.9
13249,34.0,50,-0.9
13250,45.0,50,-0.9
13251,34.0,50,-0.9
13252,62.0,50,-0.9
13253,46.0,50,-0.9
13254,32.0,50,-0.9
13255,41.0,50,-0.9
13256,35.0,50,-0.9
13257,36.0,50,-0.9
13258,39.0,50,-0.9
13259,37.0,50,-0.9
13260,34.0,50,-0.9
13261,46.0,50,-0.9
13262,55.0,50,-0.9
13263,31.0,50,-0.9
13264,71.0,50,-0.9
13265,36.0,50,-0.9
13266,55.0,50,-0.9
13267,39.0,50,-0.9
13268,94.0,50,-0.9
13269,51.0,50,-0.9
13270,43.0,50,-0.9
13271,48.0,50,-0.9
13272,35.0,50,-0.9
13273,33.0,50,-0.9
13274,51.0,50,-0.9
13275,34.0,50,-0.9
13276,33.0,50,-0.9
13277,43.0,50,-0.9
13278,35.0,50,-0.9
13279,52.0,50,-0.9
13280,28.0,50,-0.9
13281,28.0,50,-0.9
13282,45.0,50,-0.9
13283,28.0,50,-0.9
13284,30.0,50,-0.9
13285,32.0,50,-0.9
13286,45.0,50,-0.9
13287,35.0,50,-0.9
13288,71.0,50,-0.9
13289,29.0,50,-0.9
13290,27.0,50,-0.9
13291,39.0,50,-0.9
13292,46.0,50,-0.9
13293,32.0,50,-0.9
13294,23.0,50,-0.9
13295,31.0,50,-0.9
13296,30.0,50,-0.9
13297,27.0,50,-0.9
13298,58.0,50,-0.9
13299,29.0,50,-0.9
13300,41.0,50,-0.9
13301,29.0,50,-0.9
13302,33.0,50,-0.9
13303,24.0,50,-0.9
13304,33.0,50,-0.9
13305,36.0,50,-0.9
13306,29.0,50,-0.9
13307,36.0,50,-0.9
13308,30.0,50,-0.9
13309,39.0,50,-0.9
13310,26.0,50,-0.9
13311,35.0,50,-0.9
13312,35.0,50,-0.9
13313,34.0,50,-0.9
13314,40.0,50,-0.9
13315,24.0,50,-0.9
13316,57.0,50,-0.9
13317,52.0,50,-0.9
13318,38.0,50,-0.9
13319,53.0,50,-0.9
13320,25.0,50,-0.9
13321,30.0,50,-0.9
13322,72.0,50,-0.9
13323,43.0,50,-0.9
13324,70.0,50,-0.9
13325,34.0,50,-0.9
13326,48.0,50,-0.9
13327,42.0,50,-0.9
13328,40.0,50,-0.9
13329,69.0,50,-0.9
13330,41.0,50,-0.9
13331,38.0,50,-0.9
13332,40.0,50,-0.9
13333,42.0,50,-0.9
13334,36.0,50,-0.9
13335,28.0,50,-0.9
13336,33.0,50,-0.9
13337,64.0,50,-0.9
13338,43.0,50,-0.9
13339,49.0,50,-0.9
13340,33.0,50,-0.9
13341,44.0,50,-0.9
13342,33.0,50,-0.9
13343,53.0,50,-0.9
13344,35.0,50,-0.9
13345,28.0,50,-0.9
13346,39.0,50,-0.9
13347,40.0,50,-0.9
13348,66.0,50,-0.9
13349,44.0,50,-0.9
13350,40.0,50,-0.9
13351,28.0,50,-0.9
13352,31.0,50,-0.9
13353,26.0,50,-0.9
13354,44.0,50,-0.9
13355,39.0,50,-0.9
13356,36.0,50,-0.9
13357,35.0,50,-0.9
13358,32.0,50,-0.9
13359,25.0,50,-0.9
13360,52.0,50,-0.9
13361,31.0,50,-0.9
13362,49.0,50,-0.9
13363,27.0,50,-0.9
13364,52.0,50,-0.9
13365,37.0,50,-0.9
13366,37.0,50,-0.9
13367,38.0,50,-0.9
13368,32.0,50,-0.9
13369,28.0,50,-0.9
13370,35.0,50,-0.9
13371,56.0,50,-0.9
13372,37.0,50,-0.9
13373,39.0,50,-0.9
13374,27.0,50,-0.9
13375,24.0,50,-0.9
13376,29.0,50,-0.9
13377,30.0,50,-0.9
13378,29.0,50,-0.9
13379,79.0,50,-0.9
13380,49.0,50,-0.9
13381,30.0,50,-0.9
13382,29.0,50,-0.9
13383,44.0,50,-0.9
13384,29.0,50,-0.9
13385,25.0,50,-0.9
13386,30.0,50,-0.9
13387,40.0,50,-0.9
13388,59.0,50,-0.9
13389,57.0,50,-0.9
13390,32.0,50,-0.9
13391,37.0,50,-0.9
13392,34.0,50,-0.9
13393,26.0,50,-0.9
13394,24.0,50,-0.9
13395,29.0,50,-0.9
13396,45.0,50,-0.9
13397,25.0,50,-0.9
13398,32.0,50,-0.9
13399,34.0,50,-0.9
13400,27.0,50,-0.9
13401,32.0,50,-0.9
13402,35.0,50,-0.9
13403,22.0,50,-0.9
13404,29.0,50,-0.9
13405,36.0,50,-0.9
13406,49.0,50,-0.9
13407,39.0,50,-0.9
13408,27.0,50,-0.9
13409,31.0,50,-0.9
13410,38.0,50,-0.9
13411,23.0,50,-0.9
13412,27.0,50,-0.9
13413,29.0,50,-0.9
13414,24.0,50,-0.9
13415,30.0,50,-0.9
13416,31.0,50,-0.9
13417,23.0,50,-0.9
13418,41.0,50,-0.9
13419,76.0,50,-0.9
13420,39.0,50,-0.9
13421,33.0,50,-0.9
13422,39.0,50,-0.9
13423,42.0,50,-0.9
13424,22.0,50,-0.9
13425,49.0,50,-0.9
13426,43.0,50,-0.9
13427,29.0,50,-0.9
13428,38.0,50,-0.9
13429,63.0,50,-0.9
13430,28.0,50,-0.9
13431,42.0,50,-0.9
13432,40.0,50,-0.9
13433,48.0,50,-0.9
13434,34.0,50,-0.9
13435,51.0,50,-0.9
13436,38.0,50,-0.9
13437,31.0,50,-0.9
13438,40.0,50,-0.9
13439,45.0,50,-0.9
13440,38.0,50,-0.9
13441,60.0,50,-0.9
13442,25.0,50,-0.9
13443,36.0,50,-0.9
13444,30.0,50,-0.9
13445,50.0,50,-0.9
13446,48.0,50,-0.9
13447,28.0,50,-0.9
13448,32.0,50,-0.9
13449,55.0,50,-0.9
13450,30.0,50,-0.9
13451,37.0,50,-0.9
13452,32.0,50,-0.9
13453,27.0,50,-0.9
13454,61.0,50,-0.9
13455,37.0,50,-0.9
13456,25.0,50,-0.9
13457,29.0,50,-0.9
13458,36.0,50,-0.9
13459,30.0,50,-0.9
13460,28.0,50,-0.9
13461,25.0,50,-0.9
13462,25.0,50,-0.9
13463,59.0,50,-0.9
13464,43.0,50,-0.9
13465,47.0,50,-0.9
13466,36.0,50,-0.9
13467,49.0,50,-0.9
13468,29.0,50,-0.9
13469,36.0,50,-0.9
13470,29.0,50,-0.9
13471,32.0,50,-0.9
13472,29.0,50,-0.9
13473,40.0,50,-0.9
13474,44.0,50,-0.9
13475,23.0,50,-0.9
13476,39.0,50,-0.9
13477,33.0,50,-0.9
13478,38.0,50,-0.9
13479,40.0,50,-0.9
13480,35.0,50,-0.9
13481,24.0,50,-0.9
13482,37.0,50,-0.9
13483,48.0,50,-0.9
13484,42.0,50,-0.9
13485,32.0,50,-0.9
13486,45.0,50,-0.9
13487,31.0,50,-0.9
13488,25.0,50,-0.9
13489,45.0,50,-0.9
13490,35.0,50,-0.9
13491,37.0,50,-0.9
13492,30.0,50,-0.9
13493,35.0,50,-0.9
13494,30.0,50,-0.9
13495,51.0,50,-0.9
13496,46.0,50,-0.9
13497,40.0,50,-0.9
13498,22.0,50,-0.9
13499,22.0,50,-0.9
13500,25.0,50,-0.9
13501,35.0,50,-0.9
13502,37.0,50,-0.9
13503,30.0,50,-0.9
13504,44.0,50,-0.9
13505,35.0,50,-0.9
13506,48.0,50,-0.9
13507,61.0,50,-0.9
13508,54.0,50,-0.9
13509,37.0,50,-0.9
13510,40.0,50,-0.9
13511,52.0,50,-0.9
13512,58.0,50,-0.9
13513,52.0,50,-0.9
13514,43.0,50,-0.9
13515,47.0,50,-0.9
13516,60.0,50,-0.9
13517,35.0,50,-0.9
13518,41.0,50,-0.9
13519,52.0,50,-0.9
13520,30.0,50,-0.9
13521,34.0,50,-0.9
13522,27.0,50,-0.9
13523,45.0,50,-0.9
13524,58.0,50,-0.9
13525,29.0,50,-0.9
13526,35.0,50,-0.9
13527,33.0,50,-0.9
13528,32.0,50,-0.9
13529,27.0,50,-0.9
13530,58.0,50,-0.9
13531,27.0,50,-0.9
13532,27.0,50,-0.9
13533,21.0,50,-0.9
13534,47.0,50,-0.9
13535,34.0,50,-0.9
13536,36.0,50,-0.9
13537,41.0,50,-0.9
13538,39.0,50,-0.9
13539,47.0,50,-0.9
13540,44.0,50,-0.9
13541,25.0,50,-0.9
13542,41.0,50,-0.9
13543,40.0,50,-0.9
13544,41.0,50,-0.9
13545,36.0,50,-0.9
13546,37.0,50,-0.9
13547,57.0,50,-0.9
13548,44.0,50,-0.9
13549,37.0,50,-0.9
13550,33.0,50,-0.9
13551,30.0,50,-0.9
13552,33.0,50,-0.9
13553,34.0,50,-0.9
13554,21.0,50,-0.9
13555,29.0,50,-0.9
13556,28.0,50,-0.9
13557,26.0,50,-0.9
13558,28.0,50,-0.9
13559,33.0,50,-0.9
13560,51.0,50,-0.9
13561,35.0,50,-0.9
13562,26.0,50,-0.9
13563,40.0,50,-0.9
13564,39.0,50,-0.9
13565,41.0,50,-0.9
13566,42.0,50,-0.9
13567,29.0,50,-0.9
13568,36.0,50,-0.9
13569,56.0,50,-0.9
13570,40.0,50,-0.9
13571,42.0,50,-0.9
13572,25.0,50,-0.9
13573,34.0,50,-0.9
13574,35.0,50,-0.9
13575,32.0,50,-0.9
13576,27.0,50,-0.9
13577,35.0,50,-0.9
13578,32.0,50,-0.9
13579,27.0,50,-0.9
13580,31.0,50,-0.9
13581,24.0,50,-0.9
13582,30.0,50,-0.9
13583,22.0,50,-0.9
13584,41.0,50,-0.9
13585,43.0,50,-0.9
13586,43.0,50,-0.9
13587,32.0,50,-0.9
13588,36.0,50,-0.9
13589,49.0,50,-0.9
13590,49.0,50,-0.9
13591,37.0,50,-0.9
13592,40.0,50,-0.9
13593,42.0,50,-0.9
13594,63.0,50,-0.9
13595,39.0,50,-0.9
13596,37.0,50,-0.9
13597,53.0,50,-0.9
13598,32.0,50,-0.9
13599,43.0,50,-0.9
13600,35.0,50,-0.9
13601,27.0,50,-0.9
13602,40.0,50,-0.9
13603,35.0,50,-0.9
13604,43.0,50,-0.9
13605,73.0,50,-0.9
13606,44.0,50,-0.9
13607,25.0,50,-0.9
13608,27.0,50,-0.9
13609,65.0,50,-0.9
13610,36.0,50,-0.9
13611,32.0,50,-0.9
13612,34.0,50,-0.9
13613,39.0,50,-0.9
13614,18.0,50,-0.9
13615,28.0,50,-0.9
13616,29.0,50,-0.9
13617,62.0,50,-0.9
13618,52.0,50,-0.9
13619,24.0,50,-0.9
13620,50.0,50,-0.9
13621,51.0,50,-0.9
13622,39.0,50,-0.9
13623,33.0,50,-0.9
13624,25.0,50,-0.9
13625,28.0,50,-0.9
13626,29.0,50,-0.9
13627,24.0,50,-0.9
13628,30.0,50,-0.9
13629,33.0,50,-0.9
13630,42.0,50,-0.9
13631,24.0,50,-0.9
13632,36.0,50,-0.9
13633,30.0,50,-0.9
13634,36.0,50,-0.9
13635,33.0,50,-0.9
13636,37.0,50,-0.9
13637,37.0,50,-0.9
13638,22.0,50,-0.9
13639,19.0,50,-0.9
13640,48.0,50,-0.9
13641,38.0,50,-0.9
13642,32.0,50,-0.9
13643,29.0,50,-0.9
13644,28.0,50,-0.9
13645,27.0,50,-0.9
13646,24.0,50,-0.9
13647,41.0,50,-0.9
13648,28.0,50,-0.9
13649,46.0,50,-0.9
13650,29.0,50,-0.9
13651,37.0,50,-0.9
13652,41.0,50,-0.9
13653,41.0,50,-0.9
13654,29.0,50,-0.9
13655,34.0,50,-0.9
13656,28.0,50,-0.9
13657,19.0,50,-0.9
13658,25.0,50,-0.9
13659,29.0,50,-0.9
13660,44.0,50,-0.9
13661,60.0,50,-0.9
13662,31.0,50,-0.9
13663,38.0,50,-0.9
13664,74.0,50,-0.9
13665,37.0,50,-0.9
13666,38.0,50,-0.9
13667,54.0,50,-0.9
13668,32.0,50,-0.9
13669,59.0,50,-0.9
13670,54.0,50,-0.9
13671,46.0,50,-0.9
13672,34.0,50,-0.9
13673,41.0,50,-0.9
13674,33.0,50,-0.9
13675,60.0,50,-0.9
13676,37.0,50,-0.9
13677,41.0,50,-0.9
13678,39.0,50,-0.9
13679,33.0,50,-0.9
13680,31.0,50,-0.9
13681,30.0,50,-0.9
13682,45.0,50,-0.9
13683,81.0,50,-0.9
13684,38.0,50,-0.9
13685,44.0,50,-0.9
13686,61.0,50,-0.9
13687,30.0,50,-0.9
13688,32.0,50,-0.9
13689,27.0,50,-0.9
13690,46.0,50,0.0
13691,24.0,50,0.0
13692,31.0,50,0.0
13693,32.0,50,0.0
13694,36.0,50,0.0
13695,45.0,50,0.0
13696,36.0,50,0.0
13697,48.0,50,0.0
13698,54.0,50,0.0
13699,28.0,50,0.0
13700,26.0,50,0.0
13701,31.0,50,0.0
13702,54.0,50,0.0
13703,57.0,50,0.0
13704,41.0,50,0.0
13705,41.0,50,0.0
13706,51.0,50,0.0
13707,41.0,50,0.0
13708,37.0,50,0.0
13709,58.0,50,0.0
13710,30.0,50,0.0
13711,29.0,50,0.0
13712,49.0,50,0.0
13713,30.0,50,0.0
13714,32.0,50,0.0
13715,33.0,50,0.0
13716,38.0,50,0.0
13717,24.0,50,0.0
13718,31.0,50,0.0
13719,49.0,50,0.0
13720,47.0,50,0.0
13721,57.0,50,0.0
13722,41.0,50,0.0
13723,28.0,50,0.0
13724,28.0,50,0.0
13725,49.0,50,0.0
13726,30.0,50,0.0
13727,36.0,50,0.0
13728,37.0,50,0.0
13729,23.0,50,0.0
13730,54.0,50,0.0
13731,28.0,50,0.0
13732,25.0,50,0.0
13733,41.0,50,0.0
13734,42.0,50,0.0
13735,50.0,50,0.0
13736,35.0,50,0.0
13737,38.0,50,0.0
13738,40.0,50,0.0
13739,31.0,50,0.0
13740,35.0,50,0.0
13741,37.0,50,0.0
13742,33.0,50,0.0
13743,29.0,50,0.0
13744,24.0,50,0.0
13745,31.0,50,0.0
13746,27.0,50,0.0
13747,51.0,50,0.0
13748,28.0,50,0.0
13749,34.0,50,0.0
13750,49.0,50,0.0
13751,25.0,50,0.0
13752,55.0,50,0.0
13753,39.0,50,0.0
13754,45.0,50,0.0
13755,48.0,50,0.0
13756,31.0,50,0.0
13757,38.0,50,0.0
13758,52.0,50,0.0
13759,33.0,50,0.0
13760,37.0,50,0.0
13761,29.0,50,0.0
13762,55.0,50,0.0
13763,31.0,50,0.0
13764,29.0,50,0.0
13765,31.0,50,0.0
13766,36.0,50,0.0
13767,39.0,50,0.0
13768,37.0,50,0.0
13769,50.0,50,0.0
13770,48.0,50,0.0
13771,63.0,50,0.0
13772,27.0,50,0.0
13773,27.0,50,0.0
13774,40.0,50,0.0
13775,48.0,50,0.0
13776,37.0,50,0.0
13777,34.0,50,0.0
13778,23.0,50,0.0
13779,34.0,50,0.0
13780,34.0,50,0.0
13781,28.0,50,0.0
13782,35.0,50,0.0
13783,56.0,50,0.0
13784,38.0,50,0.0
13785,30.0,50,0.0
13786,48.0,50,0.0
13787,39.0,50,0.0
13788,39.0,50,0.0
13789,36.0,50,0.0
13790,27.0,50,0.0
13791,26.0,50,0.0
13792,47.0,50,0.0
13793,29.0,50,0.0
13794,34.0,50,0.0
13795,39.0,50,0.0
13796,36.0,50,0.0
13797,25.0,50,0.0
13798,38.0,50,0.0
13799,25.0,50,0.0
13800,28.0,50,0.0
13801,24.0,50,0.0
13802,30.0,50,0.0
13803,60.0,50,0.0
13804,35.0,50,0.0
13805,40.0,50,0.0
13806,63.0,50,0.0
13807,54.0,50,0.0
13808,42.0,50,0.0
13809,52.0,50,0.0
13810,37.0,50,0.0
13811,23.0,50,0.0
13812,33.0,50,0.0
13813,27.0,50,0.0
13814,53.0,50,0.0
13815,25.0,50,0.0
13816,25.0,50,0.0
13817,36.0,50,0.0
13818,42.0,50,0.0
13819,95.0,50,0.0
13820,44.0,50,0.0
13821,37.0,50,0.0
13822,53.0,50,0.0
13823,39.0,50,0.0
13824,39.0,50,0.0
13825,24.0,50,0.0
13826,42.0,50,0.0
13827,26.0,50,0.0
13828,33.0,50,0.0
13829,38.0,50,0.0
13830,47.0,50,0.0
13831,31.0,50,0.0
13832,30.0,50,0.0
13833,26.0,50,0.0
13834,29.0,50,0.0
13835,58.0,50,0.0
13836,67.0,50,0.0
13837,72.0,50,0.0
13838,57.0,50,0.0
13839,32.0,50,0.0
13840,31.0,50,0.0
13841,34.0,50,0.0
13842,36.0,50,0.0
13843,48.0,50,0.0
13844,36.0,50,0.0
13845,28.0,50,0.0
13846,38.0,50,0.0
13847,31.0,50,0.0
13848,31.0,50,0.0
13849,27.0,50,0.0
13850,63.0,50,0.0
13851,43.0,50,0.0
13852,48.0,50,0.0
13853,63.0,50,0.0
13854,39.0,50,0.0
13855,30.0,50,0.0
13856,50.0,50,0.0
13857,29.0,50,0.0
13858,30.0,50,0.0
13859,38.0,50,0.0
13860,56.0,50,0.0
13861,37.0,50,0.0
13862,41.0,50,0.0
13863,35.0,50,0.0
13864,32.0,50,0.0
13865,26.0,50,0.0
13866,41.0,50,0.0
13867,28.0,50,0.0
13868,37.0,50,0.0
13869,63.0,50,0.0
13870,57.0,50,0.0
13871,42.0,50,0.0
13872,69.0,50,0.0
13873,52.0,50,0.0
13874,35.0,50,0.0
13875,35.0,50,0.0
13876,38.0,50,0.0
13877,28.0,50,0.0
13878,42.0,50,0.0
13879,27.0,50,0.0
13880,34.0,50,0.0
13881,24.0,50,0.0
13882,37.0,50,0.0
13883,37.0,50,0.0
13884,50.0,50,0.0
13885,36.0,50,0.0
13886,53.0,50,0.0
13887,47.0,50,0.0
13888,45.0,50,0.0
13889,33.0,50,0.0
13890,35.0,50,0.0
13891,48.0,50,0.0
13892,30.0,50,0.0
13893,40.0,50,0.0
13894,31.0,50,0.0
13895,35.0,50,0.0
13896,33.0,50,0.0
13897,29.0,50,0.0
13898,32.0,50,0.0
13899,29.0,50,0.0
13900,25.0,50,0.0
13901,34.0,50,0.0
13902,34.0,50,0.0
13903,29.0,50,0.0
13904,35.0,50,0.0
13905,58.0,50,0.0
13906,66.0,50,0.0
13907,33.0,50,0.0
13908,45.0,50,0.0
13909,37.0,50,0.0
13910,49.0,50,0.0
13911,46.0,50,0.0
13912,49.0,50,0.0
13913,39.0,50,0.0
13914,27.0,50,0.0
13915,29.0,50,0.0
13916,49.0,50,0.0
